,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00
20040728,-0.021124006,-0.038854163,-0.008472355,-0.033069816,-0.02833106,-0.027812622,-0.014602666,-0.019149929,,-0.010022848,-0.019417478,-0.032818852,-0.017701096,-0.018898696
20040729,-0.002893984,-0.019295056,-0.010551286,-0.020636629,,-0.018671785,-0.019502082,-0.019365178,,-0.006975582,-0.016402289,-0.015779101,-0.020852757,-0.027359177
20040730,-0.01803087,,-0.010580169,-0.015636365,-0.012845371,-0.02330871,,,-0.012695662,-0.026180849,,-0.012671633,-0.015799043,-0.014566267
20040802,-0.047354924,-0.026398718,-0.025357932,-0.018794032,-0.030988419,-0.014550757,-0.027676534,-0.018685896,-0.0116179,-0.040567142,-0.006856029,-0.023352376,-0.025229045,-0.028522508
20040803,-0.006246729,-0.01392133,-0.015662225,-0.028080725,-0.018641663,-0.017809532,-0.021723635,,,-0.014759145,,-0.008727771,-0.008839552,-0.011066344
20040804,-0.036204243,-0.018095247,-0.013434158,-0.018876539,-0.0119419,-0.020320957,,-0.02182293,-0.018764344,-0.010868233,-0.020102214,-0.019095297,-0.006118604,-0.001368403
20040805,,-0.014279152,-0.015821804,-0.028087582,-0.016405689,-0.013304747,-0.025613784,-0.016486695,-0.014179251,-0.016781518,-0.018705413,-0.018032282,-0.017936909,-0.017084467
20040806,-0.084310126,-0.022297195,-0.023427938,-0.016705685,-0.030439521,-0.019423369,-0.015312202,-0.024147687,-0.020465944,-0.012603995,-0.015872097,-0.01671115,-0.011702776,-0.016527862
20040809,0.011856764,-0.017996236,-0.02356002,-0.020077198,-0.025125431,-0.00258918,-0.020098966,-0.010376632,,-0.020065143,-0.016496244,,-0.014567843,-0.018275256
20040810,-0.0069645,-0.035545317,-0.020644305,-0.025209051,-0.025437465,-0.055548047,,-0.030462381,-0.017293321,-0.01943158,0.001969128,-0.002434675,-0.010360877,-0.046846172
20040811,-0.032575012,0.017380756,-0.018327467,-0.02259385,-0.021221635,-0.006625916,-0.036431512,-0.042355747,-0.002554385,-0.001259826,-0.034539268,-0.015935074,-0.007487523,-0.031556443
